,BHSsort,〔KJVverseID｜book｜chapter｜verse〕,BHSA,extendedStrongNumber,Root
371190,371191,〔21791｜27｜2｜32〕,<H>טָ֔ב<h><H> <h>,2869,טאב
342243,342244,〔13468｜18｜25｜6〕,<H>אָ֝דָ֗ם<h><H> <h>,120,אדמ
247691,247692,〔19565｜24｜25｜30〕,<H>אָֽרֶץ<h><H>׃ <h>,776,ארצ
238954,238955,〔19155｜24｜8｜1〕,<H>עַצְמֹ֣ות<h><H> <h>,6106,עצמ
93128,93129,〔4909｜5｜1｜16〕,<H>אָחִ֖יו<h><H> <h>,251,
365047,365048,〔20428｜25｜4｜7〕,<H>פְּנִינִ֔ים<h><H> <h>,6443,
12921,12922,〔690｜1｜25｜31〕,<H>בְּכֹֽרָתְךָ֖<h><H> <h>,1062,
345302,345303,〔13781｜18｜37｜11〕,<H>עָ֑ב<h><H> <h>,5645,עוב
375038,375039,〔21957｜27｜7｜23〕,<H>מַלְכ֤וּ<h><H> <h>,4437,
46766,46767,〔2451｜2｜32｜12〕,<H>אֲדָמָ֑ה<h><H> <h>,127,אדמ
296657,296658,〔22433｜30｜5｜9〕,<H>שֹׁ֖ד<h><H> <h>,7701,שׁוד
249978,249979,〔19658｜24｜29｜22〕,<H>מֶֽלֶךְ<h><H>־<h>,4428,מלכ
297631,297632,〔22490｜30｜8｜8〕,<H>אָ֔רֶץ<h><H> <h>,776,ארצ
128539,128540,〔6562｜7｜2｜16〕,<H>יַּ֖ד<h><H> <h>,3027,יוד
15826,15827,〔846｜1｜30｜15〕,<H>לַּ֔יְלָה<h><H> <h>,3915,לול
34342,34343,〔1801｜2｜10｜23〕,<H>מֹושְׁבֹתָֽם<h><H>׃ <h>,4186,ישׁב
74145,74146,〔3864｜4｜7｜13〕,<H>סֹ֛לֶת<h><H> <h>,5560,
56281,56282,〔2931｜3｜8｜13〕,<H>אַבְנֵ֔ט<h><H> <h>,73,
280328,280329,〔21257｜26｜32｜8〕,<H>נְאֻ֖ם<h><H> <h>,5002,נאמ
21901,21902,〔1173｜1｜39｜23〕,<H>יָדֹ֔ו<h><H> <h>,3027,יוד
50340,50341,〔2629｜2｜37｜24〕,<H>זָהָ֥ב<h><H> <h>,2091,זהב
245416,245417,〔19460｜24｜22｜5〕,<H>חָרְבָּ֥ה<h><H> <h>,2723,
57950,57951,〔3005｜3｜11｜7〕,<H>פַּרְסָ֜ה<h><H> <h>,6541,
198530,198531,〔9693｜12｜6｜18〕,<H>סַּנְוֵרִ֖ים<h><H> <h>,5575,
380782,380783,〔12167｜15｜6｜15〕,<H>מַלְכ֖וּת<h><H> <h>,4437,
129851,129852,〔6621｜7｜4｜21〕,<H>אֹ֜הֶל<h><H> <h>,168,אהל
354923,354924,〔17232｜20｜29｜7〕,<H>דִּ֣ין<h><H> <h>,1779,דין דונ
78163,78164,〔4099｜4｜13｜23〕,<H>אֶשְׁכֹּ֤ול<h><H> <h>,811,
263216,263217,〔20240｜24｜51｜27〕,<H>יֶ֥לֶק<h><H> <h>,3218,
313907,313908,〔14239｜19｜23｜3〕,<H>נַפְשִׁ֥י<h><H> <h>,5315,נפשׁ
53732,53733,〔2806｜3｜4｜10〕,<H>כֹּהֵ֔ן<h><H> <h>,3548,כהנ
219654,219655,〔18095｜23｜23｜17〕,<H>אֲדָמָֽה<h><H>׃ <h>,127,אדמ
30749,30750,〔1630｜2｜4｜28〕,<H>אֹתֹ֖ת<h><H> <h>,226,אות
269122,269123,〔20671｜26｜11｜15〕,<H>מֹורָשָֽׁה<h><H>׃ ס <h>,4181,
72262,72263,〔3769｜4｜4｜25〕,<H>תַּ֥חַשׁ<h><H> <h>,8476,
92511,92512,〔4881｜4｜36｜1〕,<H>רָאשֵׁ֣י<h><H> <h>,7218,ראשׁ
290046,290047,〔21697｜26｜47｜17〕,<H>גְּב֣וּל<h><H> <h>,1366,גבל
260901,260902,〔20116｜24｜48｜35〕,<H>אלֹהָֽיו<h><H>׃ <h>,430,אול
226613,226614,〔18487｜23｜42｜6〕,<H>צֶ֖דֶק<h><H> <h>,6664,צדק
196861,196862,〔9623｜12｜4｜19〕,<H>רֹאשִׁ֑י<h><H> <h>,7218,ראשׁ
178497,178498,〔8822｜11｜3｜5〕,<H>חֲלֹ֣ום<h><H> <h>,2472,חלמ
184424,184425,〔9085｜11｜10｜5〕,<H>מֹושַׁ֣ב<h><H> <h>,4186,ישׁב
353634,353635,〔17108｜20｜24｜28〕,<H>עֵד<h><H>־<h>,5707,עוד
53061,53062,〔2774｜3｜2｜11〕,<H>חָמֵ֑ץ<h><H> <h>,2557,חמצ
348499,348500,〔16568｜20｜6｜27〕,<H>חֵיקֹ֑ו<h><H> <h>,2436,
242973,242974,〔19352｜24｜16｜15〕,<H>אֶ֣רֶץ<h><H> <h>,776,ארצ
364116,364117,〔20341｜25｜2｜8〕,<H>חֹומַ֣ת<h><H> <h>,2346,
274111,274112,〔20923｜26｜20｜27〕,<H>מַעֲלָ֥ם<h><H> <h>,4604,מעל
290423,290424,〔21715｜26｜48｜12〕,<H>גְּב֖וּל<h><H> <h>,1366,גבל
345874,345875,〔13840｜18｜39｜5〕,<H>עָ֝רֹ֗וד<h><H> <h>,6171,
301631,301632,〔22699｜34｜1｜14〕,<H>אֱלֹהֶ֜יךָ<h><H> <h>,430,אול
281094,281095,〔21294｜26｜33｜13〕,<H>צִדְקָתֹ֖ו<h><H> <h>,6666,צדק
354560,354561,〔17196｜20｜27｜26〕,<H>לְבוּשֶׁ֑ךָ<h><H> <h>,3830,לבשׁ
365524,365525,〔12707｜17｜1｜4〕,<H>גְּדוּלָּתֹ֑ו<h><H> <h>,1420,גדל
38708,38709,〔2012｜2｜18｜12〕,<H>לֶ֛חֶם<h><H> <h>,3899,לחמ
43020,43021,〔2256｜2｜26｜20〕,<H>פְאַ֣ת<h><H> <h>,6285,
21158,21159,〔1138｜1｜38｜18〕,<H>פְתִילֶ֔ךָ<h><H> <h>,6616,פתל
305949,305950,〔22927｜38｜4｜4〕,<H>מַּלְאָ֛ךְ<h><H> <h>,4397,מלאכ
302874,302875,〔22775｜35｜3｜6〕,<H>הַרְרֵי<h><H>־<h>,2042,
150899,150900,〔7626｜9｜17｜7〕,<H>מֵאֹ֥ות<h><H> <h>,3967,
371574,371575,〔21807｜27｜2｜48〕,<H>כָּל<h><H>־<h>,3606,
202759,202760,〔9860｜12｜12｜9〕,<H>אֵ֨צֶל<h><H> <h>,681,
53504,53505,〔2796｜3｜3｜17〕,<H>חֵ֥לֶב<h><H> <h>,2459,
333069,333070,〔16117｜19｜126｜1〕,<H>שִׁיבַ֣ת<h><H> <h>,7870,שׁוב
321357,321358,〔14913｜19｜68｜12〕,<H>מַלְכֵ֣י<h><H> <h>,4428,מלכ
359468,359469,〔17329｜21｜1｜13〕,<H>חָכְמָ֔ה<h><H> <h>,2451,חכמ
332009,332010,〔15990｜19｜119｜91〕,<H>יֹּ֑ום<h><H> <h>,3117,יומ
347470,347471,〔16460｜20｜3｜4〕,<H>שֵֽׂכֶל<h><H>־<h>,7922,שׂכל
151566,151567,〔7654｜9｜17｜35〕,<H>זְקָנֹ֔ו<h><H> <h>,2206,זקנ
398453,398454,〔10761｜13｜12｜40〕,<H>רֹ֑ב<h><H> <h>,6629,צאנ
416666,416667,〔11618｜14｜20｜30〕,<H>מַלְכ֣וּת<h><H> <h>,4438,מלכ
168090,168091,〔8361｜10｜14｜4〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
250812,250813,〔19702｜24｜31｜10〕,<H>מֶּרְחָ֑ק<h><H> <h>,4801,רחק
228779,228780,〔18615｜23｜47｜15〕,<H>נְּעוּרַ֗יִךְ<h><H> <h>,5271,
176603,176604,〔8743｜11｜1｜25〕,<H>כֹּהֵ֔ן<h><H> <h>,3548,כהנ
49899,49900,〔2604｜2｜36｜37〕,<H>תְּכֵ֧לֶת<h><H> <h>,8504,
47150,47151,〔2468｜2｜32｜29〕,<H>אָחִ֑יו<h><H> <h>,251,
149640,149641,〔7566｜9｜15｜5〕,<H>נָּֽחַל<h><H>׃ <h>,5158,נחל
194619,194620,〔9526｜11｜22｜45〕,<H>מַלְכֵ֥י<h><H> <h>,4428,מלכ
202174,202175,〔9837｜12｜11｜7〕,<H>מֶּֽלֶךְ<h><H>׃ <h>,4428,מלכ
30730,30731,〔1629｜2｜4｜27〕,<H>אֱלֹהִ֖ים<h><H> <h>,430,אול
79581,79582,〔4170｜4｜15｜16〕,<H>מִשְׁפָּ֥ט<h><H> <h>,4941,שׁפט
387663,387664,〔12511｜16｜8｜17〕,<H>שְּׁבִ֥י<h><H>׀ <h>,7628,
15051,15052,〔802｜1｜29｜6〕,<H>שָׁלֹ֣ום<h><H> <h>,7965,שׁלמ
183590,183591,〔9050｜11｜8｜64〕,<H>שְּׁלָמִֽים<h><H>׃ <h>,8002,שׁלמ
400353,400354,〔10871｜13｜17｜7〕,<H>עַבְדִּ֣י<h><H> <h>,5650,עבד
362022,362023,〔17467｜21｜8｜8〕,<H>מָּ֔וֶת<h><H> <h>,4194,מות
278884,278885,〔21187｜26｜29｜3〕,<H>תֹ֣וךְ<h><H> <h>,8432,תוכ
188709,188710,〔9269｜11｜15｜19〕,<H>זָהָ֔ב<h><H> <h>,2091,זהב
277790,277791,〔21121｜26｜26｜20〕,<H>אֶ֨רֶץ<h><H> <h>,776,ארצ
58547,58548,〔3038｜3｜11｜40〕,<H>בְּגָדָ֖יו<h><H> <h>,899,בגד
74806,74807,〔3913｜4｜7｜62〕,<H>קְטֹֽרֶת<h><H>׃ <h>,7004,
169977,169978,〔8436｜10｜16｜9〕,<H>אֲדֹנִ֖י<h><H> <h>,113,אדנ
380721,380722,〔12165｜15｜6｜13〕,<H>עֲבַֽר<h><H>־<h>,5675,
156182,156183,〔7848｜9｜24｜8〕,<H>אַ֖רְצָה<h><H> <h>,776,ארצ
354339,354340,〔17175｜20｜27｜5〕,<H>אַהֲבָ֥ה<h><H> <h>,160,
121268,121269,〔6199｜6｜14｜11〕,<H>יֹ֨ום<h><H> <h>,3117,יומ
161652,161653,〔8081｜10｜2｜31〕,<H>אַנְשֵׁ֖י<h><H> <h>,376,אנשׁ
377751,377752,〔22077｜27｜11｜40〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
148836,148837,〔7532｜9｜14｜23〕,<H>מִּלְחָמָ֔ה<h><H> <h>,4421,לחמ
346280,346281,〔13884｜18｜40｜19〕,<H>אֵ֑ל<h><H> <h>,410,אול
216206,216207,〔17893｜23｜11｜8〕,<H>חֻ֣ר<h><H> <h>,2356,
159179,159180,〔7971｜9｜29｜3〕,<H>מֶֽלֶךְ<h><H>־<h>,4428,מלכ
288566,288567,〔21637｜26｜45｜6〕,<H>אֲלָפִים֙<h><H> <h>,505,אלפ
162216,162217,〔8106｜10｜3｜24〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
138554,138555,〔7004｜7｜18｜10〕,<H>מָקֹום֙<h><H> <h>,4725,קומ
196263,196264,〔9597｜12｜3｜20〕,<H>מַ֥יִם<h><H> <h>,4325,
280311,280312,〔21256｜26｜32｜7〕,<H>יָרֵ֖חַ<h><H> <h>,3394,
319147,319148,〔14718｜19｜52｜7〕,<H>אֱלֹהִ֗ים<h><H> <h>,430,אול
355350,355351,〔17271｜20｜30｜19〕,<H>דֶ֖רֶךְ<h><H> <h>,1870,דרכ
142795,142796,〔7275｜9｜2｜34〕,<H>אֹ֗ות<h><H> <h>,226,אות
175081,175082,〔8668｜10｜23｜14〕,<H>מַצַּ֣ב<h><H> <h>,4673,
266410,266411,〔20547｜26｜4｜17〕,<H>לֶ֣חֶם<h><H> <h>,3899,לחמ
44843,44844,〔2353｜2｜29｜16〕,<H>אָ֑יִל<h><H> <h>,352,אול
276034,276035,〔21030｜26｜23｜22〕,<H>אֲדֹנָ֣י<h><H> <h>,136,אדנ
339135,339136,〔13141｜18｜12｜12〕,<H>תְּבוּנָֽה<h><H>׃ <h>,8394,בינ
32383,32384,〔1715｜2｜8｜4〕,<H>עֲבָדֶ֑יךָ<h><H> <h>,5650,עבד
349193,349194,〔16642｜20｜9｜3〕,<H>מְרֹ֣מֵי<h><H> <h>,4791,רומ
266299,266300,〔20541｜26｜4｜11〕,<H>הִ֑ין<h><H> <h>,1969,
40005,40006,〔2078｜2｜20｜26〕,<H>מַעֲלֹ֖ת<h><H> <h>,4609,
248174,248175,〔19586｜24｜26｜13〕,<H>קֹ֖ול<h><H> <h>,6963,קול
287253,287254,〔21580｜26｜43｜7〕,<H>עֹולָ֑ם<h><H> <h>,5769,עלמ
245616,245617,〔19470｜24｜22｜15〕,<H>אָ֑רֶז<h><H> <h>,730,ארז
259499,259500,〔20039｜24｜44｜28〕,<H>אֶ֧רֶץ<h><H> <h>,776,ארצ
10034,10035,〔537｜1｜21｜23〕,<H>אלֹהִים֙<h><H> <h>,430,אול
241406,241407,〔19279｜24｜13｜12〕,<H>נֵ֖בֶל<h><H> <h>,5035,נבל
72933,72934,〔3806｜4｜5｜13〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
51315,51316,〔2680｜2｜39｜15〕,<H>זָהָ֖ב<h><H> <h>,2091,זהב
300622,300623,〔22636｜33｜5｜2〕,<H>עֹולָֽם<h><H>׃ <h>,5769,עלמ
223413,223414,〔18313｜23｜34｜9〕,<H>אַרְצָ֔הּ<h><H> <h>,776,ארצ
191970,191971,〔9412｜11｜20｜3〕,<H>זְהָבְךָ֖<h><H> <h>,2091,זהב
74990,74991,〔3928｜4｜7｜77〕,<H>שְּׁלָמִים֮<h><H> <h>,8002,שׁלמ
116835,116836,〔6005｜6｜8｜2〕,<H>מַלְכָּ֗הּ<h><H> <h>,4428,מלכ
337653,337654,〔12988｜18｜6｜9〕,<H>יָ֝דֹ֗ו<h><H> <h>,3027,יוד
108940,108941,〔5657｜5｜28｜45〕,<H>חֻקֹּתָ֖יו<h><H> <h>,2708,
389194,389195,〔12589｜16｜10｜39〕,<H>תִּירֹ֣ושׁ<h><H> <h>,8492,ירשׁ
42863,42864,〔2248｜2｜26｜12〕,<H>ירִיעֹ֖ת<h><H> <h>,3407,
402132,402133,〔10950｜13｜21｜15〕,<H>יְבוּסִֽי<h><H>׃ ס <h>,2983,
263639,263640,〔20265｜24｜51｜52〕,<H>נְאֻם<h><H>־<h>,5002,נאמ
414810,414811,〔11537｜14｜17｜13〕,<H>מְלָאכָ֥ה<h><H> <h>,4399,מלאכ
370300,370301,〔21748｜27｜1｜10〕,<H>מַאֲכַלְכֶ֖ם<h><H> <h>,3978,אכל
246091,246092,〔19493｜24｜23｜8〕,<H>אַדְמָתָֽם<h><H>׃ ס <h>,127,אדמ
110857,110858,〔5738｜5｜31｜9〕,<H>כֹּהֲנִים֙<h><H> <h>,3548,כהנ
16253,16254,〔869｜1｜30｜38〕,<H>מָּ֑יִם<h><H> <h>,4325,
398192,398193,〔10748｜13｜12｜27〕,<H>נָּגִ֣יד<h><H> <h>,5057,נגד
300682,300683,〔22640｜33｜5｜6〕,<H>אֶ֤רֶץ<h><H> <h>,776,ארצ
408629,408630,〔11271｜14｜5｜2〕,<H>רָאשֵׁ֨י<h><H> <h>,7218,ראשׁ
364435,364436,〔20355｜25｜2｜22〕,<H>יֹ֨ום<h><H> <h>,3117,יומ
144406,144407,〔7344｜9｜6｜12〕,<H>דֶּ֗רֶךְ<h><H> <h>,1870,דרכ
411178,411179,〔11372｜14｜9｜7〕,<H>עֲבָדֶ֣יךָ<h><H> <h>,5650,עבד
271226,271227,〔20775｜26｜16｜12〕,<H>נֶ֨זֶם֙<h><H> <h>,5141,
313858,313859,〔14233｜19｜22｜28〕,<H>גֹּויִֽם<h><H>׃ <h>,1471,
351535,351536,〔16894｜20｜17｜20〕,<H>לְשֹׁונֹ֗ו<h><H> <h>,3956,
345141,345142,〔13764｜18｜36｜27〕,<H>מָ֑יִם<h><H> <h>,4325,
148906,148907,〔7535｜9｜14｜26〕,<H>יָדֹו֙<h><H> <h>,3027,יוד
164026,164027,〔8186｜10｜7｜5〕,<H>עַבְדִּ֣י<h><H> <h>,5650,עבד
426497,426498,〔12015｜14｜36｜21〕,<H>אָ֖רֶץ<h><H> <h>,776,ארצ
260151,260152,〔20072｜24｜46｜26〕,<H>יַ֛ד<h><H> <h>,3027,יוד
3148,3149,〔166｜1｜7｜6〕,<H>מַּבּ֣וּל<h><H> <h>,3999,יבל
228163,228164,〔18579｜23｜45｜17〕,<H>עֹ֥ולְמֵי<h><H> <h>,5769,עלמ
122502,122503,〔6281｜6｜17｜5〕,<H>חַבְלֵֽי<h><H>־<h>,2256,חבל
174931,174932,〔8662｜10｜23｜8〕,<H>רֹ֣אשׁ<h><H> <h>,7218,ראשׁ
89538,89539,〔4699｜4｜31｜34〕,<H>אָֽלֶף<h><H>׃ <h>,505,אלפ
35118,35119,〔1836｜2｜12｜19〕,<H>מַחְמֶ֗צֶת<h><H> <h>,2557,חמצ
272274,272275,〔20832｜26｜17｜6〕,<H>גֶ֔פֶן<h><H> <h>,1612,
303564,303565,〔22813｜36｜2｜7〕,<H>חֶ֗בֶל<h><H> <h>,2256,חבל
271343,271344,〔20781｜26｜16｜18〕,<H>רִקְמָתֵ֖ךְ<h><H> <h>,7553,רקמ
269842,269843,〔20708｜26｜12｜27〕,<H>יָמִ֣ים<h><H> <h>,3117,יומ
181536,181537,〔8965｜11｜7｜30〕,<H>כִּיֹּר֙<h><H> <h>,3595,
325294,325295,〔15287｜19｜86｜2〕,<H>אֱלֹהַ֑י<h><H> <h>,430,אול
256067,256068,〔19913｜24｜38｜17〕,<H>מֶֽלֶךְ<h><H>־<h>,4428,מלכ
374553,374554,〔21935｜27｜7｜1〕,<H>חֶזְוֵ֥י<h><H> <h>,2376,
170752,170753,〔8468｜10｜17｜18〕,<H>מְהֵרָ֜ה<h><H> <h>,4120,
342631,342632,〔13510｜18｜28｜5〕,<H>אֶ֗רֶץ<h><H> <h>,776,ארצ
26006,26007,〔1388｜1｜46｜1〕,<H>אלֹהֵ֖י<h><H> <h>,430,אול
307220,307221,〔22989｜38｜8｜12〕,<H>יְבוּלָ֔הּ<h><H> <h>,2981,יבל
21070,21071,〔1134｜1｜38｜14〕,<H>צָּעִיף֙<h><H> <h>,6809,
26079,26080,〔1392｜1｜46｜5〕,<H>עֲגָלֹ֕ות<h><H> <h>,5699,
416030,416031,〔11591｜14｜20｜3〕,<H>צֹ֖ום<h><H> <h>,6685,צומ
320102,320103,〔14797｜19｜59｜6〕,<H>עֶרֶב<h><H> <h>,6153,ערב
396268,396269,〔10634｜13｜9｜18〕,<H>שֹּׁ֣עֲרִ֔ים<h><H> <h>,7778,
404969,404970,〔11115｜13｜27｜5〕,<H>מַחֲלֻקְתֹּ֔ו<h><H> <h>,4256,חלק
186326,186327,〔9168｜11｜12｜16〕,<H>מֶּ֣לֶךְ<h><H> <h>,4428,מלכ
287488,287489,〔21589｜26｜43｜16〕,<H>רֹ֑חַב<h><H> <h>,7341,רחב
380683,380684,〔12163｜15｜6｜11〕,<H>בַיְתֵ֛הּ<h><H> <h>,1005,
424259,424260,〔11925｜14｜33｜16〕,<H>שְׁלָמִ֖ים<h><H> <h>,8002,שׁלמ
256,257,〔14｜1｜1｜14〕,<H>אֹתֹת֙<h><H> <h>,226,אות
210127,210128,〔10177｜12｜23｜11〕,<H>סּוּסִ֗ים<h><H> <h>,5483,סוס
154648,154649,〔7784｜9｜21｜11〕,<H>עַבְדֵ֤י<h><H> <h>,5650,עבד
114778,114779,〔5929｜6｜4｜18〕,<H>כֹּהֲנִ֜ים<h><H> <h>,3548,כהנ
289904,289905,〔21690｜26｜47｜10〕,<H>דְגַ֛ת<h><H> <h>,1710,
263847,263848,〔20275｜24｜51｜62〕,<H>מָּקֹ֤ום<h><H> <h>,4725,קומ
236052,236053,〔19005｜24｜3｜2〕,<H>דְּרָכִים֙<h><H> <h>,1870,דרכ
6014,6015,〔327｜1｜13｜8〕,<H>אַחִ֖ים<h><H> <h>,251,
356762,356763,〔7173｜8｜2｜23〕,<H>חִטִּ֑ים<h><H> <h>,2406,
407904,407905,〔11238｜14｜3｜8〕,<H>מֵאֹֽות<h><H>׃ <h>,3967,
266542,266543,〔20553｜26｜5｜6〕,<H>גֹּויִ֔ם<h><H> <h>,1471,
205703,205704,〔9991｜12｜17｜7〕,<H>אֱלֹהֵיהֶ֔ם<h><H> <h>,430,אול
354022,354023,〔17143｜20｜26｜1〕,<H>כְסִ֣יל<h><H> <h>,3684,כסל
227618,227619,〔18549｜23｜44｜15〕,<H>לָ֑חֶם<h><H> <h>,3899,לחמ
287104,287105,〔21573｜26｜42｜20〕,<H>חֹ֤ומָה<h><H> <h>,2346,
313911,313912,〔14239｜19｜23｜3〕,<H>מַעְגְּלֵי<h><H>־<h>,4570,
162417,162418,〔8114｜10｜3｜32〕,<H>מֶּ֣לֶךְ<h><H> <h>,4428,מלכ
44126,44127,〔2318｜2｜28｜24〕,<H>חֹֽשֶׁן<h><H>׃ <h>,2833,
33033,33034,〔1744｜2｜9｜1〕,<H>אֱלֹהֵ֣י<h><H> <h>,430,אול
217501,217502,〔17973｜23｜16｜3〕,<H>תֹ֣וךְ<h><H> <h>,8432,תוכ
203536,203537,〔9893｜12｜13｜21〕,<H>אִישׁ֙<h><H> <h>,376,אנשׁ
57254,57255,〔2973｜3｜9｜19〕,<H>חֲלָבִ֖ים<h><H> <h>,2459,
236117,236118,〔19009｜24｜3｜6〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
58402,58403,〔3030｜3｜11｜32〕,<H>מְלָאכָ֖ה<h><H> <h>,4399,מלאכ
350054,350055,〔16736｜20｜12｜16〕,<H>כַּעְסֹ֑ו<h><H> <h>,3708,כעס
380566,380567,〔12159｜15｜6｜7〕,<H>פַּחַ֤ת<h><H> <h>,6347,
288166,288167,〔21618｜26｜44｜18〕,<H>יָּֽזַע<h><H>׃ <h>,3154,
185246,185247,〔9122｜11｜11｜13〕,<H>מַּמְלָכָה֙<h><H> <h>,4467,מלכ
424074,424075,〔11917｜14｜33｜8〕,<H>מִּשְׁפָּטִ֖ים<h><H> <h>,4941,שׁפט
229024,229025,〔18631｜23｜48｜16〕,<H>רֹאשׁ֙<h><H> <h>,7218,ראשׁ
181073,181074,〔8947｜11｜7｜12〕,<H>כְּרֻתֹ֣ת<h><H> <h>,3773,כרת
3681,3682,〔191｜1｜8｜7〕,<H>מַּ֖יִם<h><H> <h>,4325,
419575,419576,〔11733｜14｜25｜28〕,<H>סּוּסִ֑ים<h><H> <h>,5483,סוס
176664,176665,〔8746｜11｜1｜28〕,<H>מֶּ֤לֶךְ<h><H> <h>,4428,מלכ
4964,4965,〔267｜1｜10｜32〕,<H>מַּבּֽוּל<h><H>׃ פ <h>,3999,יבל
406613,406614,〔11186｜13｜29｜21〕,<H>אֶ֜לֶף<h><H> <h>,505,אלפ
84033,84034,〔4387｜4｜22｜11〕,<H>אָ֑רֶץ<h><H> <h>,776,ארצ
378109,378110,〔22093｜27｜12｜11〕,<H>שִׁקּ֣וּץ<h><H> <h>,8251,שׁקצ
119056,119057,〔6093｜6｜10｜28〕,<H>מֶ֣לֶךְ<h><H> <h>,4428,מלכ
72552,72553,〔3783｜4｜4｜39〕,<H>עֲבֹדָ֖ה<h><H> <h>,5656,עבד
54635,54636,〔2846｜3｜5｜15〕,<H>אֲשָׁמֹ֨ו<h><H> <h>,817,אשׁמ
342587,342588,〔13506｜18｜28｜1〕,<H>כֶּ֣סֶף<h><H> <h>,3701,כספ
387245,387246,〔12497｜16｜8｜3〕,<H>נָּשִׁ֖ים<h><H> <h>,802,אישׁ
402571,402572,〔10969｜13｜22｜4〕,<H>אֲרָזִ֛ים<h><H> <h>,730,ארז
354941,354942,〔17234｜20｜29｜9〕,<H>אִ֣ישׁ<h><H> <h>,376,אנשׁ
306065,306066,〔22933｜38｜4｜10〕,<H>בְּדִ֛יל<h><H> <h>,913,בדל
354961,354962,〔17236｜20｜29｜11〕,<H>כְסִ֑יל<h><H> <h>,3684,כסל
84253,84254,〔4398｜4｜22｜22〕,<H>שָׂטָ֣ן<h><H> <h>,7854,שׂטנ
272348,272349,〔20835｜26｜17｜9〕,<H>טַרְפֵּ֤י<h><H> <h>,2964,טרפ
352118,352119,〔16955｜20｜19｜29〕,<H>מַהֲלֻמֹ֗ות<h><H> <h>,4112,הלמ
56578,56579,〔2943｜3｜8｜25〕,<H>חֵ֣לֶב<h><H> <h>,2459,
178925,178926,〔8840｜11｜3｜23〕,<H>מֶּ֔לֶךְ<h><H> <h>,4428,מלכ
89830,89831,〔4717｜4｜31｜52〕,<H>אֶ֛לֶף<h><H> <h>,505,אלפ
10985,10986,〔587｜1｜23｜15〕,<H>שֶֽׁקֶל<h><H>־<h>,8255,שׁקל
302580,302581,〔22755｜35｜2｜6〕,<H>עַבְטִֽיט<h><H>׃ <h>,5671,עבט
407321,407322,〔11216｜14｜2｜4〕,<H>חֳדָשִׁ֔ים<h><H> <h>,2320,חדשׁ
231893,231894,〔18786｜23｜57｜20〕,<H>רֶ֥פֶשׁ<h><H> <h>,7516,רפשׂ
670,671,〔31｜1｜1｜31〕,<H>יֹ֥ום<h><H> <h>,3117,יומ
90189,90190,〔4735｜4｜32｜16〕,<H>גִּדְרֹ֥ת<h><H> <h>,1448,
108273,108274,〔5623｜5｜28｜11〕,<H>בִטְנְךָ֛<h><H> <h>,990,
172276,172277,〔8524｜10｜19｜12〕,<H>עַצְמִ֥י<h><H> <h>,6106,עצמ
363370,363371,〔17530｜21｜12｜6〕,<H>זָּהָ֑ב<h><H> <h>,2091,זהב
146440,146441,〔7428｜9｜10｜9〕,<H>אֱלֹהִ֖ים<h><H> <h>,430,אול
358876,358877,〔17629｜22｜7｜1〕,<H>נְּעָלִ֖ים<h><H> <h>,5275,נעל
346449,346450,〔13903｜18｜41｜14〕,<H>אֵימָֽה<h><H>׃ <h>,367,
2876,2877,〔153｜1｜6｜15〕,<H>מֵאֹ֣ות<h><H> <h>,3967,
7200,7201,〔391｜1｜16｜9〕,<H>מַלְאַ֣ךְ<h><H> <h>,4397,מלאכ
3665,3666,〔190｜1｜8｜6〕,<H>תֵּבָ֖ה<h><H> <h>,8392,
235388,235389,〔18968｜24｜2｜2〕,<H>אֶ֖רֶץ<h><H> <h>,776,ארצ
202800,202801,〔9861｜12｜12｜10〕,<H>מֶּ֨לֶךְ֙<h><H> <h>,4428,מלכ
364726,364727,〔20392｜25｜3｜37〕,<H>אֲדֹנָ֖י<h><H> <h>,136,אדנ
201298,201299,〔9801｜12｜10｜7〕,<H>אִ֑ישׁ<h><H> <h>,376,אנשׁ
387410,387411,〔12503｜16｜8｜9〕,<H>כֹּהֵ֣ן<h><H>׀ <h>,3548,כהנ
70837,70838,〔3690｜4｜2｜31〕,<H>אֶ֖לֶף<h><H> <h>,505,אלפ
73539,73540,〔3833｜4｜6｜9〕,<H>רֹאשֹׁו֙<h><H> <h>,7218,ראשׁ
285375,285376,〔21496｜26｜40｜18〕,<H>רִֽצְפָ֖ה<h><H> <h>,7531,
106836,106837,〔5550｜5｜25｜2〕,<H>רִשְׁעָתֹ֖ו<h><H> <h>,7564,
323746,323747,〔15139｜19｜78｜25〕,<H>צֵידָ֬ה<h><H> <h>,6720,
216563,216564,〔17913｜23｜13｜6〕,<H>יֹ֣ום<h><H> <h>,3117,יומ
256049,256050,〔19912｜24｜38｜16〕,<H>נַפְשֶֽׁךָ<h><H>׃ ס <h>,5315,נפשׁ
380243,380244,〔12146｜15｜5｜11〕,<H>אַרְעָ֗א<h><H> <h>,772,ארצ
272459,272460,〔20841｜26｜17｜15〕,<H>מַלְאָכָיו֙<h><H> <h>,4397,מלאכ
